************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.002], 'LR_actor': [0.0005], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.99], 'tau': [0.002], 'LR_actor': [0.0002], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.3], 'num_repeats': [5], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.95], 'tau': [0.002], 'LR_actor': [0.001], 'LR_critic': [0.0001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.99995], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [1], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.001], 'LR_actor': [0.0001], 'LR_critic': [0.0005], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.9999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.2], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.005, 'LR_actor': 0.0005, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 3, 'seed': 1000, 'trial': 0}
time :2019-01-22 03:48:05.040366
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:128, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:142, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 2
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 2}
time :2019-01-22 04:37:50.604432
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:99, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:15, total steps:114, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:128, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 3
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 3}
time :2019-01-22 04:37:55.485595
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:15, total steps:72, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:19, total steps:91, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:15, total steps:106, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:120, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:134, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:148, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 4
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 4}
time :2019-01-22 04:38:00.773976
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:73, current:[+0.000, -0.010], score:0.025 slope:-3.00e-02 epsilon:1.00
episode:5, steps:15, total steps:88, current:[+0.000, -0.010], score:0.020 slope:-2.00e-02 epsilon:1.00
episode:6, steps:14, total steps:102, current:[-0.010, +0.000], score:0.017 slope:-1.43e-02 epsilon:1.00
episode:7, steps:14, total steps:116, current:[-0.010, +0.000], score:0.014 slope:-1.07e-02 epsilon:1.00
episode:8, steps:14, total steps:130, current:[+0.000, -0.010], score:0.013 slope:-8.33e-03 epsilon:1.00
episode:9, steps:32, total steps:162, current:[-0.010, +0.100], score:0.022 slope:4.86e-19 epsilon:1.00
episode:10, steps:14, total steps:176, current:[-0.010, +0.000], score:0.020 slope:-1.21e-03 epsilon:1.00
final_score: 0.020000000298023225
trial: 5
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 5}
time :2019-01-22 04:38:05.852837
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:86, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:100, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:128, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 6
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 6}
time :2019-01-22 04:38:11.096917
main file: train_tennis.py
platform = Linux
episode:4, steps:15, total steps:59, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:73, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:87, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:101, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:115, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
100000
test 0.01
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.001, 'LR_actor': 0.0005, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.9995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.1, 'num_repeats': 1, 'seed': 1000, 'trial': 0}
time :2019-01-22 04:39:23.500348
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:66, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:19, total steps:85, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:99, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:113, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:21, total steps:134, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:148, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:162, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 1
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 1}
time :2019-01-22 04:39:35.583574
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:86, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:100, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:128, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:142, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 2
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 2}
time :2019-01-22 04:39:41.341992
main file: train_tennis.py
platform = Linux
episode:4, steps:27, total steps:70, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:84, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:42, total steps:126, current:[-0.010, +0.100], score:0.017 slope:1.43e-02 epsilon:1.00
episode:7, steps:33, total steps:159, current:[-0.010, +0.100], score:0.029 slope:1.79e-02 epsilon:1.00
episode:8, steps:14, total steps:173, current:[+0.000, -0.010], score:0.025 slope:9.52e-03 epsilon:1.00
episode:9, steps:14, total steps:187, current:[+0.000, -0.010], score:0.022 slope:5.00e-03 epsilon:1.00
episode:10, steps:33, total steps:220, current:[-0.010, +0.100], score:0.030 slope:7.88e-03 epsilon:1.00
final_score: 0.030000000447034835
trial: 3
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 3}
time :2019-01-22 04:39:47.041322
main file: train_tennis.py
platform = Linux
episode:4, steps:19, total steps:61, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:15, total steps:76, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:90, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:104, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:47, total steps:151, current:[+0.090, +0.100], score:0.013 slope:8.33e-03 epsilon:1.00
episode:9, steps:14, total steps:165, current:[+0.000, -0.010], score:0.011 slope:5.00e-03 epsilon:1.00
episode:10, steps:14, total steps:179, current:[+0.000, -0.010], score:0.010 slope:3.03e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 4
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 4}
time :2019-01-22 04:39:52.788521
main file: train_tennis.py
platform = Linux
episode:4, steps:16, total steps:59, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:73, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:88, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:19, total steps:107, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:15, total steps:122, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:136, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:150, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 5
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 5, 'seed': 1000, 'trial': 5}
time :2019-01-22 04:39:58.479471
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:59, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:73, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:87, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:15, total steps:102, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:116, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
100000
test 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.002, 'LR_actor': 0.0001, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.1, 'num_repeats': 1, 'seed': None, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
test 0.005
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.001, 'LR_actor': 0.0002, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.1, 'num_repeats': 3, 'seed': None, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
25000
test 0.002
{'buffer_size': 25000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.005, 'LR_actor': 0.0001, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.3, 'num_repeats': 5, 'seed': None, 'trial': 0}
time :2019-01-22 04:51:30.827005
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:15, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:128, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 1
100000
test 0.002
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.002, 'LR_actor': 0.0002, 'LR_critic': 0.0005, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.9999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.3, 'num_repeats': 1, 'seed': None, 'trial': 1}
time :2019-01-22 04:51:42.891156
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:61, current:[+0.000, -0.010], score:0.023 slope:9.00e-03 epsilon:1.00
episode:5, steps:14, total steps:75, current:[+0.000, -0.010], score:0.018 slope:3.17e-18 epsilon:1.00
episode:6, steps:15, total steps:90, current:[+0.000, -0.010], score:0.015 slope:-2.57e-03 epsilon:1.00
episode:7, steps:14, total steps:104, current:[-0.010, +0.000], score:0.013 slope:-3.21e-03 epsilon:1.00
episode:8, steps:14, total steps:118, current:[-0.010, +0.000], score:0.011 slope:-3.21e-03 epsilon:1.00
episode:9, steps:14, total steps:132, current:[-0.010, +0.000], score:0.010 slope:-3.00e-03 epsilon:1.00
episode:10, steps:14, total steps:146, current:[-0.010, +0.000], score:0.009 slope:-2.73e-03 epsilon:1.00
final_score: 0.00900000035762787
trial: 2
50000
test 0.005
{'buffer_size': 50000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.002, 'LR_actor': 0.0001, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 3, 'seed': None, 'trial': 2}
time :2019-01-22 04:51:48.429153
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:86, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:7, steps:14, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:8, steps:14, total steps:114, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:9, steps:14, total steps:128, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:10, steps:14, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
final_score: 0.0
trial: 3
25000
test 0.01
{'buffer_size': 25000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.001, 'LR_actor': 0.0001, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.3, 'num_repeats': 1, 'seed': None, 'trial': 3}
time :2019-01-22 04:51:53.775105
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:29, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:7, steps:15, total steps:115, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:8, steps:30, total steps:145, current:[+0.100, -0.010], score:0.013 slope:8.33e-03 epsilon:0.99
episode:9, steps:15, total steps:160, current:[+0.000, -0.010], score:0.011 slope:5.00e-03 epsilon:0.99
episode:10, steps:14, total steps:174, current:[+0.000, -0.010], score:0.010 slope:3.03e-03 epsilon:0.99
final_score: 0.010000000149011612
trial: 4
25000
test 0.001
{'buffer_size': 25000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.0002, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.9999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.3, 'num_repeats': 3, 'seed': None, 'trial': 4}
time :2019-01-22 04:51:59.313344
main file: train_tennis.py
platform = Linux
episode:4, steps:15, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:99, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:33, total steps:132, current:[-0.010, +0.100], score:0.013 slope:8.33e-03 epsilon:1.00
episode:9, steps:14, total steps:146, current:[+0.000, -0.010], score:0.011 slope:5.00e-03 epsilon:1.00
episode:10, steps:14, total steps:160, current:[-0.010, +0.000], score:0.010 slope:3.03e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 5
50000
test 0.01
{'buffer_size': 50000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.0001, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.9995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.3, 'num_repeats': 5, 'seed': None, 'trial': 5}
time :2019-01-22 04:52:05.098915
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:86, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:100, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:128, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 6
50000
test 0.01
{'buffer_size': 50000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.002, 'LR_actor': 0.0001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.1, 'num_repeats': 3, 'seed': None, 'trial': 6}
time :2019-01-22 04:52:10.555077
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:7, steps:14, total steps:99, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:8, steps:15, total steps:114, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:9, steps:14, total steps:128, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.99
episode:10, steps:14, total steps:142, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.99
final_score: 0.0
trial: 7
10000
test 0.001
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.005, 'LR_actor': 0.0002, 'LR_critic': 0.0005, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.9995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': None, 'trial': 7}
time :2019-01-22 04:52:15.977904
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:99, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
25000
test 0.001
{'buffer_size': 25000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.01, 'LR_actor': 0.0001, 'LR_critic': 0.0005, 'weight_decay': 0.0, 'max_episodes': 25, 'epsilon_decay': 0.999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': None, 'trial': 0}
time :2019-01-22 04:52:49.911439
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:86, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.99
episode:7, steps:14, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
